"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"lncRNA:CR44492",0.759729,0,0,0,0,0,0,0.240271,"Enhancers","Enhancers"
"lncRNA:CR44493",0.365714,0,0,0,0,0,0,0.634286,"Low_signal","Enhancers"
"CG33129",0.111732,0,0.27933,0,0,0,0,0.608939,"Low_signal","Gene_body_2"
"YL-1",0,0,0,0,0,0.701212,0,0.298788,"Open_promoters","Open_promoters"
"CG16743",0,0.531915,0,0,0,0,0,0.468085,"Gene_body_1","Gene_body_1"
"abo",0,0,0,0,0,0.698919,0,0.301081,"Open_promoters","Open_promoters"
"ATPsynG",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"SCAR",0,0.160057,0.213409,0,0,0.307309,0,0.319225,"Low_signal","Open_promoters"
"piwi",0.115053,0.115053,0,0,0.230105,0,0,0.539789,"Low_signal","HP1"
"CG12253",0,0,0,0,0,0.622997,0,0.377003,"Open_promoters","Open_promoters"
"TTLL4A",0,0.070621,0.317797,0,0,0,0,0.611582,"Low_signal","Gene_body_2"
"aub",0,0.328138,0.164069,0,0,0,0,0.507793,"Low_signal","Gene_body_1"
"lectin-33A",0,0,0.807808,0,0,0,0,0.192192,"Gene_body_2","Gene_body_2"
"RpL9",0,0,0.238994,0,0,0.761006,0,0,"Open_promoters","Open_promoters"
"Nup154",0,0.245861,0.147517,0,0,0.147517,0,0.459105,"Low_signal","Gene_body_1"
"Art8",0,0,0.237154,0,0,0.474308,0,0.288538,"Open_promoters","Open_promoters"
"asRNA:CR45778",0,0,0,0,0,0.652621,0,0.347379,"Open_promoters","Open_promoters"
"dUTPase",0,0,0,0,0,0.771567,0,0.228433,"Open_promoters","Open_promoters"
"Samuel",0.083618,0.027885,0.005577,0.273275,0,0,0,0.609645,"Low_signal","H1"
"Acp32CD",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14913",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18666",0,0,0,0.795322,0,0,0,0.204678,"H1","H1"
"asRNA:CR46264",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14915",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45725",0,0,0,0.229508,0,0,0,0.770492,"Low_signal","Low_signal"
"CG43725",0,0,0,0.416481,0,0,0,0.583519,"Low_signal","H1"
"AstC",0.057126,0,0,0.343905,0,0,0,0.598968,"Low_signal","H1"
"AstCC",0,0,0,0.508475,0,0,0,0.491525,"H1","H1"
"CG16854",0,0,0,0.56444,0,0,0,0.43556,"H1","H1"
"Wdr59",0,0.575027,0.24644,0,0,0,0,0.178532,"Gene_body_1","Gene_body_1"
"Ge-1",0,0.313698,0.261415,0.104566,0,0.154758,0,0.165563,"Gene_body_1","Gene_body_1"
"Reps",0,0.105597,0.105597,0,0,0.105597,0,0.68321,"Low_signal","Gene_body_1"
"l(2)gd1",0,0.01305,0.460594,0,0,0,0,0.526356,"Low_signal","Gene_body_2"
"Idua",0,0.359425,0.216853,0,0,0,0,0.423722,"Low_signal","Gene_body_1"
"Gr32a",0,0.620785,0.331675,0,0,0,0,0.04754,"Gene_body_1","Gene_body_1"
"CG6230",0,0.633006,0.256191,0,0,0.110803,0,0,"Gene_body_1","Gene_body_1"
"CG14921",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Csl4",0,0,0,0,0,0.529708,0,0.470292,"Open_promoters","Open_promoters"
"Nup160",0,0.43181,0.43181,0,0,0.042281,0,0.094099,"Gene_body_1","Gene_body_1"
"RfC38",0,0,0.098074,0,0,0.875657,0,0.02627,"Open_promoters","Open_promoters"
"CG4751",0,0.341815,0.512723,0,0,0,0,0.145461,"Gene_body_2","Gene_body_2"
"hgo",0,0,0,0.075967,0,0,0,0.924033,"Low_signal","Low_signal"
"Gyc32E",0.106459,0,0,0.371398,0,0,0,0.522143,"Low_signal","H1"
"CG31867",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6287",0.142349,0,0,0,0,0,0,0.857651,"Low_signal","Low_signal"
"Ca-beta",0.208746,0.04428,0.006326,0.094885,0,0.04428,0.037954,0.563531,"Low_signal","Enhancers"
"Vm32E",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Boh2",0,0.236052,0,0,0,0.763948,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR43859",0,0,0,0,0,0,1,0,"Pc","Pc"
"ab",0.190469,0,0.017856,0.065474,0,0,0.035713,0.690488,"Low_signal","Enhancers"
"snoRNA:Me18S-G642",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"cmet",0,0.488967,0.075226,0,0,0.112839,0,0.322969,"Gene_body_1","Gene_body_1"
"cana",0,0.297545,0.297545,0.074386,0,0.076866,0,0.253657,"Gene_body_1","Gene_body_1"
"CG33695",0,0,0,0,0,0.550229,0,0.449771,"Open_promoters","Open_promoters"
"asRNA:CR44182",0,0,0,0,0,0.532692,0,0.467308,"Open_promoters","Open_promoters"
"Ppt2",0,0,0,0,0,0.628853,0,0.371147,"Open_promoters","Open_promoters"
"mre11",0,0,0.594655,0,0,0.405345,0,0,"Gene_body_2","Gene_body_2"
"Osi21",0,0,0.125453,0,0,0,0.874547,0,"Pc","Pc"
"lncRNA:CR43409",0,0,0,0,0,0,0.377528,0.622472,"Low_signal","Pc"
"lncRNA:CR43721",0,0,0,0,0,0,0.484211,0.515789,"Low_signal","Pc"
"lncRNA:CR44583",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44584",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44585",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG14926",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44586",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"salr",0.02276,0.081284,0,0,0,0,0.77403,0.121926,"Pc","Pc"
"lncRNA:CR43681",0,0,0,0,0,0,0.433708,0.566292,"Low_signal","Pc"
"salm",0,0,0,0.026542,0,0,0.867292,0.106167,"Pc","Pc"
"lncRNA:CR46454",0.032058,0,0,0,0,0,0.887797,0.080145,"Pc","Pc"
"CG43355",0,0,0,0,0,0,1,0,"Pc","Pc"
"sala",0,0,0,0,0,0,1,0,"Pc","Pc"
"Cog8",0,0,0.419776,0,0,0.255597,0,0.324627,"Gene_body_2","Gene_body_2"
"spz4",0.084367,0.216325,0,0.08653,0,0,0,0.612778,"Low_signal","Gene_body_1"
"Dlg5",0,0.414651,0.034554,0,0,0,0,0.550795,"Low_signal","Gene_body_1"
"CG4970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14929",0,0,0,0.895782,0,0,0,0.104218,"H1","H1"
"CG14930",0,0,0,1,0,0,0,0,"H1","H1"
"CG43153",0,0,0,0.628091,0,0,0,0.371909,"H1","H1"
"CG31705",0,0,0,0.115741,0,0,0,0.884259,"Low_signal","Low_signal"
"CG31706",0,0,0,1,0,0,0,0,"H1","H1"
"CG34162",0,0,0,0.867769,0,0,0,0.132231,"H1","H1"
"asRNA:CR42743",0,0,0,0.594343,0,0,0,0.405657,"H1","H1"
"CG43438",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44494",0.645161,0,0,0,0,0,0,0.354839,"Enhancers","Enhancers"
"lncRNA:CR44495",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek2",0.226939,0.020024,0,0.033373,0,0,0,0.719664,"Low_signal","Enhancers"
"Mst33A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44496",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Acp33A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"spag4",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG6614",0.886019,0,0,0,0,0,0,0.113981,"Enhancers","Enhancers"
"CG12307",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4983",0,0,0,0.736597,0,0,0,0.263403,"H1","H1"
"CG43167",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44497",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44479",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44480",0,0,0,0.507463,0,0,0,0.492537,"H1","H1"
"CG44477",0,0,0,0.719413,0,0,0,0.280587,"H1","H1"
"lncRNA:CR44481",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4988",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44143",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44145",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha100-5",0,0,0,0.591822,0,0,0,0.408178,"H1","H1"
"asRNA:CR44144",0,0,0,0.079882,0,0,0,0.920118,"Low_signal","Low_signal"
"CG42470",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42471",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14931",0,0,0,0.408414,0,0,0,0.591586,"Low_signal","H1"
"CG14932",0,0,0,0,1,0,0,0,"HP1","HP1"
"Tsp33B",0,0.869403,0,0,0.130597,0,0,0,"Gene_body_1","Gene_body_1"
"CG14937",0,0.888889,0,0,0,0.111111,0,0,"Gene_body_1","Gene_body_1"
"crol",0.277943,0.059559,0.277943,0,0,0.059559,0,0.324995,"Low_signal","Enhancers"
"snoRNA:Me18S-A934",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CycY",0,0,0,0,0,0.32538,0,0.67462,"Low_signal","Open_promoters"
"Pde1c",0.159943,0,0.002622,0.03933,0,0.018354,0,0.779751,"Low_signal","Low_signal"
"esc",0,0,0,0,0,0.592912,0,0.407088,"Open_promoters","Open_promoters"
"CG45011",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG45012",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45013",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45014",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43937",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp33A3",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"asRNA:CR43936",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31704",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG44008",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG46426",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG14933",0.736486,0,0,0,0,0,0,0.263514,"Enhancers","Enhancers"
"CG42486",0.607991,0,0,0,0,0,0,0.392009,"Enhancers","Enhancers"
"Mal-B1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Mal-B2",0.615806,0,0,0.307903,0,0,0,0.076291,"Enhancers","Enhancers"
"CG42751",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Or33a",0,0,0,0.921552,0,0,0,0.078448,"H1","H1"
"Or33b",0,0,0,0.454545,0,0,0,0.545455,"Low_signal","H1"
"Or33c",0,0,0,0.917275,0,0,0,0.082725,"H1","H1"
"Crys",0,0,0,0.2998,0,0,0,0.7002,"Low_signal","H1"
"CG16964",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43314",0.137292,0,0,0.317561,0,0,0,0.545147,"Low_signal","H1"
"mir-bft",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16965",0.215131,0.423091,0,0,0,0,0,0.361778,"Gene_body_1","Gene_body_1"
"CG6686",0,0.019666,0,0,0,0.252963,0,0.727371,"Low_signal","Open_promoters"
"CG34163",0,0,0,0,0,0.056497,0,0.943503,"Low_signal","Low_signal"
"zuc",0,0,0,0,0,0.333043,0,0.666957,"Low_signal","Open_promoters"
"dgt2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"escl",0,0,0,0,0,0.19417,0,0.80583,"Low_signal","Low_signal"
"Ada1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18789",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Qtzl",0,0,0,0,0,0.610376,0,0.389624,"Open_promoters","Open_promoters"
"Ada1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18787",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nfs1",0,0,0,0,0,0.593711,0,0.406289,"Open_promoters","Open_promoters"
"Hacd1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Rh5",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44588",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wdr81",0,0.405649,0.360577,0.180288,0,0,0,0.053486,"Gene_body_1","Gene_body_1"
"lncRNA:CR44587",0,0,0,1,0,0,0,0,"H1","H1"
"dmGlut",0.06912,0,0,0.347397,0,0,0,0.583483,"Low_signal","H1"
"CG18788",0,0.772798,0,0.005152,0,0,0,0.22205,"Gene_body_1","Gene_body_1"
"Tom70",0,0.712307,0,0,0,0.162643,0,0.125049,"Gene_body_1","Gene_body_1"
"CG6766",0,0.728863,0,0,0,0.033528,0,0.237609,"Gene_body_1","Gene_body_1"
"asRNA:CR46070",0,0,0,0.566166,0,0,0,0.433834,"H1","H1"
"CG6785",0.482393,0,0,0.144718,0,0,0,0.37289,"Enhancers","Enhancers"
"CG6770",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44589",0.244726,0,0.755274,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Plzf",0,0,0.584051,0,0,0.271862,0,0.144087,"Gene_body_2","Gene_body_2"
"PLCXD",0,0.4561,0.056632,0,0,0,0,0.487267,"Low_signal","Gene_body_1"
"JhI-21",0,0.24376,0.349895,0,0,0,0,0.406345,"Low_signal","Gene_body_2"
"RpL7-like",0,0.338182,0,0,0,0,0,0.661818,"Low_signal","Gene_body_1"
"CG34164",0,0.342091,0,0,0,0,0,0.657909,"Low_signal","Gene_body_1"
"Rab3-GAP",0,0.90082,0,0,0,0.09918,0,0,"Gene_body_1","Gene_body_1"
"firl",0,0,0,0.32399,0,0,0,0.67601,"Low_signal","H1"
"CG14947",0,0,0,0.732154,0,0,0,0.267846,"H1","H1"
"lncRNA:CR44591",0,0,0,0.377593,0,0,0.622407,0,"Pc","Pc"
"lncRNA:CR44590",0,0,0,0,0,0,0.373522,0.626478,"Low_signal","Pc"
"prd",0.105932,0,0,0.143008,0,0,0.751059,0,"Pc","Pc"
"asRNA:CR44592",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44593",0,0,0,0,0,0,1,0,"Pc","Pc"
"Pex19",0,0,0.218786,0.168611,0,0.262544,0,0.350058,"Low_signal","Open_promoters"
"lncRNA:CR44594",0,0,0,1,0,0,0,0,"H1","H1"
"CG6712",0,0,0.16779,0,0,0.674157,0,0.158052,"Open_promoters","Open_promoters"
"Mt2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ced-12",0,0.2999,0.212929,0,0,0.487171,0,0,"Open_promoters","Open_promoters"
"Patsas",0,0.357143,0.251984,0,0,0.357143,0,0.03373,"Gene_body_1","Gene_body_1"
"ThrRS",0,0.17549,0.614215,0,0,0,0,0.210295,"Gene_body_2","Gene_body_2"
"Rab6",0,0,0,0,0,0.474934,0,0.525066,"Low_signal","Open_promoters"
"Phae1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Phae2",0,0,0,0.427574,0,0,0,0.572426,"Low_signal","H1"
"CG17211",0,0,0,0.1931,0,0,0,0.8069,"Low_signal","Low_signal"
"rho-6",0,0,0,0.207254,0,0,0,0.792746,"Low_signal","Low_signal"
"Gr33a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG31760",0.086555,0,0,0.119013,0,0,0,0.794432,"Low_signal","Low_signal"
"CG31861",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ZnT33D",0,0,0,1,0,0,0,0,"H1","H1"
"CG17217",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6583",0,0,0,0,0,0.496382,0,0.503618,"Low_signal","Open_promoters"
"crok",0,0,0,0,0,0.918018,0,0.081982,"Open_promoters","Open_promoters"
"lncRNA:CR43356",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bru1",0.071514,0,0.006501,0.045509,0,0.008668,0,0.867807,"Low_signal","Low_signal"
"atilla",0,0,0,0.26653,0,0,0,0.73347,"Low_signal","H1"
"CG31759",0,0,0,0,0,0.499792,0,0.500208,"Low_signal","Open_promoters"
"lncRNA:CR45282",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45283",0.519481,0,0,0,0,0,0,0.480519,"Enhancers","Enhancers"
"CG31862",0,0,0,1,0,0,0,0,"H1","H1"
"CG43813",0,0,0,1,0,0,0,0,"H1","H1"
"bru2",0.140689,0,0,0.065299,0,0,0,0.794012,"Low_signal","Low_signal"
"CG17010",0.176792,0,0,0.823208,0,0,0,0,"H1","H1"
"Pkd2",0,0,0,0.993865,0,0,0,0.006135,"H1","H1"
"vir-1",0.051515,0,0,0.279141,0,0,0,0.669344,"Low_signal","H1"
"Fam92",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5446",0,0,0,0,0,0.750464,0,0.249536,"Open_promoters","Open_promoters"
"Trm1",0,0,0.66282,0,0,0.33718,0,0,"Gene_body_2","Gene_body_2"
"CG5435",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"SC35",0,0.167131,0.424791,0,0,0.408078,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:SC35-a",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:SC35-b",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"eRF3",0,0.087886,0.175773,0,0,0.256042,0,0.480299,"Low_signal","Open_promoters"
"Oatp33Ea",0,0,0,0.823347,0,0,0,0.176653,"H1","H1"
"CG5421",0,0,0,0.594542,0,0,0,0.405458,"H1","H1"
"Oatp33Eb",0,0,0,0.658715,0,0,0,0.341285,"H1","H1"
"CG5418",0,0.693909,0,0.119507,0,0,0,0.186584,"Gene_body_1","Gene_body_1"
"CR17024",0,0,0,0,0.816628,0,0,0.183372,"HP1","HP1"
"bun",0.214119,0.009882,0.006588,0.029647,0,0.036235,0,0.703528,"Low_signal","Enhancers"
"mir-967",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"t-cup",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43051",0.99292,0,0,0,0,0,0,0.00708,"Enhancers","Enhancers"
"snoRNA:CG43051-a",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR42746",0.122536,0,0,0,0,0,0,0.877464,"Low_signal","Low_signal"
"lncRNA:CR44598",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44597",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44596",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44595",0,0,0,0,0,0,1,0,"Pc","Pc"
"nub",0,0,0,0,0,0,0.911133,0.088867,"Pc","Pc"
"Ref2",0,0,0,0,0,0,0.899551,0.100449,"Pc","Pc"
"pdm2",0,0,0,0,0,0,0.97941,0.02059,"Pc","Pc"
"Nepl7",0,0,0,0,0,0,1,0,"Pc","Pc"
"CCT4",0,0,0,0,0,0.34642,0.332564,0.321016,"Open_promoters","Open_promoters"
"CG6153",0,0,0.041226,0,0,0.951374,0,0.0074,"Open_promoters","Open_promoters"
"IFT43",0,0,0.268817,0,0,0.02509,0,0.706093,"Low_signal","Gene_body_2"
"PICK1",0,0.36483,0.15448,0.23172,0,0,0,0.24897,"Gene_body_1","Gene_body_1"
"CG5781",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG17036",0,0.044858,0.164114,0,0,0,0,0.791028,"Low_signal","Low_signal"
"CG5776",0,0,0.599657,0,0,0.357224,0,0.043118,"Gene_body_2","Gene_body_2"
"spict",0,0,0,0,0,0.293667,0,0.706333,"Low_signal","Open_promoters"
"CG15484",0,0,0,0,0,0.341009,0,0.658991,"Low_signal","Open_promoters"
"CG6180",0,0,0,0,0,0.921492,0,0.078508,"Open_promoters","Open_promoters"
"CG5787",0,0.288462,0.072115,0,0,0.216346,0,0.423077,"Low_signal","Gene_body_1"
"Pih1D1",0,0.490253,0.350181,0,0,0,0,0.159566,"Gene_body_1","Gene_body_1"
"MRP",0.031578,0.113682,0.07063,0.050525,0,0.025263,0,0.708322,"Low_signal","Gene_body_1"
"mir-9382",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG15483",0,0,0,0.906292,0,0,0,0.093708,"H1","H1"
"lncRNA:CR46206",0,0,0,0.729962,0,0,0,0.270038,"H1","H1"
"lncRNA:TS9",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43818",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kek1",0.239675,0,0,0,0,0.414723,0,0.345602,"Open_promoters","Open_promoters"
"lncRNA:CR44970",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ACXC",0.070688,0,0,0.222432,0,0,0,0.70688,"Low_signal","H1"
"ACXB",0,0,0,0.926562,0,0,0,0.073438,"H1","H1"
"ACXA",0,0,0,0.756534,0,0,0,0.243466,"H1","H1"
"ACXE",0,0,0,0.955128,0,0,0,0.044872,"H1","H1"
"lncRNA:CR44183",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16800",0.737705,0,0,0,0,0,0,0.262295,"Enhancers","Enhancers"
"Vha68-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vha68-3",0,0,0,0.837655,0,0,0,0.162345,"H1","H1"
"Yip1d1",0.087235,0.087235,0,0,0,0.15048,0,0.675051,"Low_signal","Open_promoters"
"Vha68-1",0,0.359604,0,0.089901,0,0.00899,0,0.541504,"Low_signal","Gene_body_1"
"Tor",0,0.619479,0.252036,0,0,0.128485,0,0,"Gene_body_1","Gene_body_1"
"Ube4B",0,0.194868,0.409873,0.146151,0,0.194868,0,0.054238,"Gene_body_2","Gene_body_2"
"CG9933",0,0,0,0,0,0.518135,0,0.481865,"Open_promoters","Open_promoters"
"CG9932",0.180288,0.039193,0,0.101902,0,0,0,0.678616,"Low_signal","Enhancers"
"lncRNA:CR44197",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45447",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45461",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ttc30",0,0,0,0.563698,0,0,0,0.436302,"H1","H1"
"CG44198",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43050",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5122",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9928",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16978",0,0,0,0.789216,0,0,0,0.210784,"H1","H1"
"lncRNA:CR44199",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pk34A",0,0,0,0.933969,0,0,0,0.066031,"H1","H1"
"kmg",0,0.248667,0.114242,0.637091,0,0,0,0,"H1","H1"
"DnaJ-H",0,0.276284,0,0,0,0.514146,0,0.20957,"Open_promoters","Open_promoters"
"Sirt1",0,0,0.300978,0,0,0.435415,0,0.263607,"Open_promoters","Open_promoters"
"Sfmbt",0.025925,0.252242,0.336323,0,0,0,0,0.38551,"Low_signal","Gene_body_2"
"asRNA:CR46256",0,0.496485,0.503515,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG43925",0.619355,0,0,0,0,0,0,0.380645,"Enhancers","Enhancers"
"CG5439",0.027352,0,0,0,0,0,0,0.972648,"Low_signal","Low_signal"
"Alg7",0,0,0.563795,0,0,0.224341,0,0.211864,"Gene_body_2","Gene_body_2"
"Mgat3",0,0,0.728844,0,0,0,0,0.271156,"Gene_body_2","Gene_body_2"
"Rsph1",0,0.754386,0.245614,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG16974",0,0.436777,0.442804,0,0,0.009717,0,0.110701,"Gene_body_2","Gene_body_2"
"Edem2",0,0.531496,0.23248,0,0,0.236024,0,0,"Gene_body_1","Gene_body_1"
"CG16972",0,0.339093,0.128855,0,0,0.144518,0,0.387534,"Low_signal","Gene_body_1"
"Pect",0.189357,0.003963,0.169827,0,0,0,0,0.636853,"Low_signal","Enhancers"
"CG15482",0.10951,0.864553,0.025937,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snRNA:U2:34ABa",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"kek4",0.502488,0.199005,0,0,0,0,0,0.298507,"Enhancers","Enhancers"
"snRNA:U2:34ABb",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG9426",0.222956,0,0.247729,0,0,0.281585,0,0.247729,"Open_promoters","Open_promoters"
"mRF1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ski6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16812",0,0,0,0,0,0.41522,0,0.58478,"Low_signal","Open_promoters"
"CG15480",0,0,0,0.114504,0,0,0,0.885496,"Low_signal","Low_signal"
"CG16813",0.676411,0,0,0,0,0,0,0.323589,"Enhancers","Enhancers"
"CG16815",0,0,0,0.76569,0,0,0,0.23431,"H1","H1"
"Prosalpha6T",0,0,0,0.943081,0,0,0,0.056919,"H1","H1"
"Mabi",0.533643,0,0,0,0,0,0,0.466357,"Enhancers","Enhancers"
"CG5867",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5945",0,0,0,0.504484,0,0,0,0.495516,"H1","H1"
"asRNA:CR46479",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45330",0.213918,0,0,0,0,0,0,0.786082,"Low_signal","Low_signal"
"snRNA:U2:34ABc",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snRNA:U5:34A",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG16820",0,0,0,0.30326,0,0,0,0.69674,"Low_signal","H1"
"l(2)k05911",0.319588,0,0,0.325503,0,0,0,0.35491,"Low_signal","H1"
"Naa20B",0,0,0,0.619537,0,0,0,0.380463,"H1","H1"
"CG31730",0.505155,0,0,0,0,0,0,0.494845,"Enhancers","Enhancers"
"CG44085",0,0,0.001867,0.546994,0,0.039071,0,0.412069,"H1","H1"
"CG31848",0,0,0,1,0,0,0,0,"H1","H1"
"Drep4",0,0,0.352941,0,0,0.024314,0,0.622745,"Low_signal","Gene_body_2"
"asRNA:CR44083",0,0,0,0,0,0.085661,0,0.914339,"Low_signal","Low_signal"
"Uvrag",0.215905,0,0,0,0,0.512055,0,0.27204,"Open_promoters","Open_promoters"
"asRNA:CR44972",0.692629,0,0,0,0,0,0,0.307371,"Enhancers","Enhancers"
"CG31729",0.359866,0.231343,0,0.025705,0,0,0,0.383086,"Low_signal","Enhancers"
"CG16824",0.716749,0,0,0,0,0,0,0.283251,"Enhancers","Enhancers"
"hbt",0.112601,0.030709,0,0.112601,0,0.040946,0,0.703143,"Low_signal","Enhancers"
"CG16825",0,0.298112,0,0.701888,0,0,0,0,"H1","H1"
